clause_id,clause_type,category,standard_text,plain_english_summary,risk_level,is_required,version,tags,metadata,active
LC-004-a,usage_rights,legal,"Brand shall have the right to use, reproduce, and distribute the content created under this Agreement for a period of one (1) year from the publication date across all digital platforms.",,high,TRUE,1,"['usage', 'rights', 'license']","{'embedding_model': 'embed-english-v3.0', 'cohere_embedding': [-0.009185791, -0.011184692, -0.047851562, -0.015075684, -0.010749817, -0.032470703, -0.017425537, 0.014968872, 0.018432617, 0.014930725, -0.038909912, 0.017700195, -0.021911621, -0.013809204, -0.013366699, -0.03753662, 0.019165039, -0.0006957054, 0.018615723, -0.0021820068, -0.009864807, 0.00013256073, 0.03302002, 0.0071411133, 0.03375244, -0.04019165, -0.026977539, 0.014862061, 0.0059432983, 0.0048828125, 0.021499634, 0.0036640167, 0.035095215, -0.05380249, 0.04232788, 0.0011091232, -0.0063171387, -0.018081665, 0.009277344, -0.0071525574, 0.008872986, -0.016937256, 0.057403564, 0.0035495758, 0.026550293, 0.007144928, -0.00039339066, -0.05545044, -0.037353516, 0.061920166, -0.0021762848, -0.012397766, -0.005897522, 0.07836914, 0.003921509, -0.029312134, 0.024871826, -0.029968262, 0.037078857, -0.044708252, -0.025268555, -0.010505676, 0.04626465, 0.02204895, 0.033721924, -0.018173218, 0.000108361244, 0.03894043, -0.028244019, 0.03237915, 0.04888916, -0.025665283, 0.02255249, -0.031951904, 0.008987427, 0.037261963, -0.021499634, 0.032470703, 0.035614014, -0.017318726, -0.011543274, 0.042999268, 0.001824379, -0.046417236, 0.008110046, -0.016464233, -0.021408081, -0.014579773, 0.0060310364, -0.014526367, -0.004459381, 0.025756836, 0.0030384064, 0.0031776428, -0.022094727, -0.033081055, 0.027816772, 0.0836792, -0.013168335, 0.008804321, -0.07232666, 0.013168335, -0.047180176, -0.024887085, 0.0054512024, -0.017791748, 0.016220093, -0.009063721, 0.01109314, -0.00059890747, -0.062805176, 0.052825928, -0.0051231384, -0.03062439, 0.015930176, 0.030456543, -0.022506714, 0.021865845, -0.011245728, 0.046051025, -0.03692627, 0.024795532, 0.021148682, 0.007949829, -0.017120361, -0.000364542, 0.03314209, -0.04611206, 0.009185791, 0.01914978, -0.008277893, 0.016113281, -0.019882202, -0.024658203, -0.032287598, -0.014419556, -0.008255005, -0.013687134, -0.019424438, -0.0064964294, -0.032287598, 0.02519226, 0.07910156, -0.036499023, -0.013717651, -0.020828247, 0.004135132, 0.039886475, -0.017044067, -0.0044822693, 0.012359619, -0.005092621, 0.053009033, -0.037628174, 0.011962891, -0.09277344, 0.044036865, -0.070617676, 0.03491211, -0.07055664, 0.039245605, 0.040283203, 0.022857666, 0.056427002, 0.010406494, -0.057556152, 0.01966858, 0.010620117, 0.023590088, 0.06817627, -0.03564453, -0.05230713, -0.014709473, 0.005783081, -0.037078857, 0.04196167, 0.031707764, 0.006252289, 0.0011425018, -0.022079468, 0.0016708374, -0.019729614, 0.014846802, 0.0035877228, 0.006793976, -0.051330566, -0.028320312, -0.05444336, 0.042938232, 0.009483337, -0.0135650635, 0.0003607273, -0.04849243, 0.031982422, -0.007095337, -0.0014562607, -0.007534027, 0.020248413, -0.010826111, -0.0231781, 0.054229736, 0.009750366, -0.011009216, -0.00040006638, -0.03869629, 0.0022010803, -0.01612854, 0.005016327, 0.016448975, 0.044677734, -0.011428833, -0.025741577, 0.0031700134, -0.030456543, -0.021392822, 0.0055618286, -0.013870239, 0.011680603, 0.0003736019, -0.0078125, 0.020523071, 0.004875183, 0.008644104, 0.025619507, 0.05911255, -0.022949219, 0.011695862, -0.036071777, 0.045013428, 0.014228821, -0.023376465, 0.011520386, 0.037597656, 0.052520752, -0.0069389343, 0.008369446, 0.020324707, 0.004753113, -0.009735107, 0.006752014, 0.018218994, 0.006008148, 0.00945282, 0.015838623, -0.036376953, -0.01977539, 0.03930664, -0.029922485, 0.017822266, 0.105773926, -0.016830444, 0.016433716, -0.01663208, 0.017730713, -0.031051636, 0.027938843, -0.013427734, 0.010421753, 0.00049829483, -0.014122009, 0.0066871643, 0.0084991455, -0.0047569275, -0.0059547424, -0.036956787, 0.01676941, -0.0015439987, 0.019378662, -0.026138306, -0.0028476715, 0.018096924, 0.033691406, -0.00497818, 0.045806885, -0.003293991, -0.0063819885, -0.013465881, 0.0048446655, -0.029067993, 0.012573242, -0.026641846, -0.020767212, -0.003868103, -0.0024604797, 0.01777649, -0.028778076, 0.016311646, -0.01939392, 0.030853271, -1.3589859e-05, 0.014930725, 0.0061073303, -0.028030396, 0.057128906, 0.05505371, -0.041534424, -0.02558899, -0.01550293, 0.010192871, -0.022583008, -0.02758789, 0.041503906, 0.025802612, -0.0030517578, 0.0048561096, 0.031402588, -0.0017194748, 0.021438599, -0.006504059, -0.022155762, -0.057617188, -0.059631348, 0.024765015, -0.010177612, -0.0031375885, -0.028625488, -0.036743164, -0.0055770874, -0.05722046, -0.0071983337, 0.0014629364, -0.04345703, 0.022857666, -0.0050354004, -0.010017395, -0.03881836, 0.027908325, 0.015792847, -0.014472961, 0.02633667, 0.009208679, -0.00605011, -0.022155762, -0.007396698, -0.00024867058, 0.0045661926, -0.0016059875, 0.027954102, -0.016921997, -0.052124023, -0.025146484, -0.0062065125, -0.0008845329, 0.005241394, -0.019073486, -0.020935059, -0.010635376, 0.022277832, 0.0058898926, -0.0029621124, 0.00491333, -0.019042969, 0.028900146, 0.0065574646, 0.07324219, 0.0011234283, -0.059539795, 0.058807373, 0.082092285, -0.012184143, 0.03036499, 0.0082092285, -0.007396698, 0.0013637543, -0.010429382, -0.02027893, -0.031402588, 0.012527466, -0.0440979, -0.022949219, -0.014465332, -0.04840088, 0.018447876, -0.017959595, -0.010223389, 0.029541016, -0.0046463013, -0.024932861, 0.022064209, -0.012878418, 0.025772095, -0.00299263, 0.009124756, -0.03527832, 0.026855469, -0.0020256042, -0.033233643, 0.0013895035, 0.01335907, -0.0042915344, -0.006427765, 0.0008420944, 0.03930664, -0.00248909, -0.0011310577, -0.03805542, -0.015052795, 0.06506348, -0.072265625, 0.01260376, 0.023483276, -0.0056648254, -0.027496338, 0.012756348, -0.0020523071, -0.054626465, 0.036102295, -0.033355713, 0.023117065, 0.008010864, 0.037994385, 0.040283203, 0.023071289, 0.04309082, -0.023147583, -0.0368042, 0.05697632, -0.014137268, 0.014213562, -0.018493652, 0.031951904, -0.030548096, 0.047973633, 0.040496826, -0.02859497, 0.07861328, -0.032958984, 0.013748169, 0.0039482117, 0.0015354156, 0.00028967857, -0.0057258606, -0.027114868, -0.027511597, 0.012275696, 0.029876709, -0.003238678, 0.019485474, -0.0069274902, 0.007987976, -0.03677368, 0.02973938, 0.06915283, 0.03375244, 0.0040779114, 0.024291992, 0.03201294, -0.020858765, 0.03161621, -0.04736328, 0.019622803, -0.0043411255, 0.049316406, 0.004142761, -0.0065727234, 0.070251465, -0.016021729, 0.029006958, -0.002784729, 0.03353882, 0.0435791, -0.0046958923, -0.001001358, 0.0059013367, -0.0020828247, -0.013694763, 0.019546509, 0.0019550323, -0.031799316, 0.0071792603, 0.0028362274, 0.02180481, -0.021759033, -0.03567505, 0.04269409, -0.023712158, -0.0059318542, 0.0014686584, 0.014564514, -0.018737793, 0.033203125, -0.0007109642, 0.016860962, -0.024047852, -0.013664246, 0.012519836, -0.08111572, -0.047973633, -0.01159668, -0.028152466, -0.06210327, -0.012008667, -0.0005927086, -0.059295654, -0.018585205, 0.012565613, 0.024230957, -0.035095215, -0.025054932, -0.0435791, -0.041625977, 0.007171631, 0.034179688, 0.026535034, -0.020614624, 0.014007568, 0.029067993, -0.0020580292, 0.028045654, 0.034301758, 0.0008621216, 0.0019254684, -0.019317627, -0.0034217834, -0.017105103, 0.010307312, 0.03314209, -0.013183594, 0.004245758, -0.010185242, 0.14282227, 0.13171387, -0.026657104, 0.006248474, 0.0018396378, -0.034942627, -0.057403564, -0.0949707, 0.0074920654, 0.035583496, -0.017822266, -0.034698486, 0.010772705, -0.0020866394, 0.04046631, 0.0023269653, -0.0011367798, -0.025939941, -0.047912598, 0.012832642, 0.00012010336, 0.00018656254, -0.008110046, 0.019973755, 0.0041007996, -0.0043945312, -0.022827148, 0.045410156, -0.03857422, 0.037963867, -0.02659607, -0.023391724, 0.0129852295, -0.019729614, 0.0054626465, 0.01965332, 0.019622803, -0.028442383, -0.008613586, 0.043914795, -0.037139893, -0.009101868, -0.03515625, 0.043762207, -0.04248047, 0.0099487305, 0.10168457, 0.08331299, 0.010368347, -0.012496948, -0.028579712, -0.024032593, 0.010543823, -0.027664185, -0.0054244995, -0.012550354, 0.023132324, 0.035980225, 0.0032348633, -0.020523071, -0.038970947, 0.02279663, 0.021255493, 0.0904541, 0.00052022934, -0.02355957, 0.002981186, 0.020980835, -6.15716e-05, -0.058380127, -0.01638794, -0.012809753, -0.05795288, -0.04373169, 0.049835205, -0.0018444061, 0.06365967, 0.066589355, 0.059661865, 0.034606934, 0.014045715, -0.032318115, -0.010559082, -0.016738892, 0.03640747, -0.027191162, 0.008705139, -0.013748169, -0.039978027, 0.0146102905, -0.018295288, -0.038238525, 0.05609131, -0.046081543, 0.017929077, 0.080200195, 0.034057617, -0.04119873, -0.014266968, -0.004760742, 0.03967285, 0.024139404, 0.05203247, 0.016784668, 0.020370483, -0.03817749, -0.05706787, -0.041809082, -0.019546509, -0.01171875, -0.038909912, 0.0009689331, -0.014907837, 0.0012407303, 0.047607422, -0.010101318, -0.0020217896, 0.009483337, -0.0020961761, 0.0055160522, -0.0073127747, 0.019836426, 0.0062026978, -0.028137207, 0.017730713, -0.028198242, -0.028518677, 0.006072998, -0.0019292831, 0.013031006, 0.002521515, 0.0020313263, -0.03201294, -0.02357483, 0.023040771, 0.001666069, -0.032958984, -0.0014667511, 0.02331543, 0.07116699, 0.049804688, 0.13415527, -0.09851074, 0.09387207, -0.014671326, 0.010482788, -0.027664185, 0.030456543, -0.040283203, 0.049560547, -0.0037136078, -0.008544922, -0.043121338, -0.016235352, 0.029937744, 0.06921387, -0.015510559, 0.044006348, 0.00091838837, -0.02670288, -0.016784668, -0.10455322, 0.04360962, -0.05230713, 0.016677856, -0.021316528, -0.021652222, 0.01878357, -0.032470703, -0.034820557, -0.055664062, 0.023254395, -0.03643799, 0.032806396, 0.026382446, -0.023620605, -0.033233643, 0.01146698, -0.015609741, 0.00623703, 0.005306244, 0.0014123917, 0.008834839, -0.019241333, 0.011764526, 0.050628662, 0.011489868, -0.006427765, -0.016494751, -0.008796692, 0.010818481, 0.027297974, 0.021652222, 0.0060424805, -0.02104187, -0.032287598, -0.0008034706, 0.013664246, -0.024108887, 0.040039062, 0.018966675, -0.040130615, -0.035095215, 0.0027599335, 0.033233643, -0.079711914, -0.005458832, 0.018173218, -0.011001587, -0.026824951, 0.044281006, -0.029342651, -0.020324707, 0.022964478, -0.0005745888, -0.013206482, 0.05505371, -0.024108887, 0.0050849915, 0.0012683868, -0.022644043, 0.015022278, 0.00374794, -0.016708374, 0.026062012, 0.058380127, 0.022369385, 0.06109619, 0.014823914, 0.021408081, 0.0025119781, 0.019256592, 0.0038337708, -0.0075263977, 0.02848816, -0.030334473, -0.01852417, -0.0043296814, 0.013900757, 0.004951477, -0.009284973, 0.017990112, 0.008529663, -0.01739502, -0.008468628, -0.024291992, -0.083984375, -0.016021729, -0.0007042885, 0.03338623, 0.02053833, -0.014602661, 0.014228821, 0.0690918, -0.06222534, 0.04812622, -0.03857422, 0.01335144, -0.02255249, 0.029647827, 0.054504395, -0.003921509, 0.002872467, -0.03250122, 0.010185242, 0.044006348, 0.03173828, -0.037384033, 0.0054626465, -0.04724121, 0.037475586, -0.0032920837, -0.03479004, -0.03881836, 0.006641388, 0.044433594, -0.061920166, -0.031921387, 0.029067993, -0.025680542, 0.043884277, 0.0022888184, 0.029251099, 0.008415222, -0.033081055, -0.07318115, 0.04727173, 0.035980225, -0.012031555, 0.03225708, 0.011512756, 0.004589081, -0.016998291, 0.008216858, 0.0052490234, 0.034362793, 0.07525635, 0.054382324, -0.023849487, -0.079956055, -0.004135132, 0.0390625, 0.022888184, 0.0020828247, -0.023468018, 0.046875, -0.007926941, -0.02796936, -0.019638062, 0.0033054352, 0.044189453, 0.0131073, -0.0021400452, 0.00043344498, 0.0012636185, 0.024536133, 0.039123535, -0.024902344, 0.024612427, 0.04498291, 0.037261963, 0.014434814, -0.0057868958, 0.0050354004, 0.05621338, -0.038085938, -0.01473999, -0.015563965, -0.020339966, -0.0011987686, 0.037231445, -0.035888672, 0.001909256, -0.011909485, 0.031280518, -0.0340271, 0.036132812, -0.020309448, -0.020706177, -0.0030670166, -0.0005927086, 0.020095825, 0.02973938, 0.012908936, 0.0209198, 0.004146576, -0.040008545, -0.0030403137, -0.03353882, -0.008842468, 0.017929077, 0.04638672, 0.0062408447, -0.015808105, -0.008422852, 0.009902954, 0.010444641, -0.0138168335, -0.0058288574, 0.04385376, 0.051574707, 0.018966675, 0.0033550262, -0.04244995, -0.01713562, 0.059448242, -0.008163452, 0.00048470497, -0.013763428, -0.005756378, -0.027770996, -0.007106781, 0.0038833618, -0.011787415, -0.018218994, -0.0036945343, 0.028579712, 0.016616821, -0.002298355, -0.082336426, 0.05166626, -0.0011348724, 0.054992676, -0.03060913, 0.00045776367, -0.026275635, -0.014709473, 0.00063705444, -0.03555298, -0.043121338, 0.07043457, -0.021606445, 0.016189575, 0.012641907, -0.026046753, 0.0021896362, 0.013427734, 0.036956787, 0.043914795, 0.028320312, -0.0115737915, -0.0039863586, 0.023025513, -0.026947021, -0.05267334, 0.016830444, -0.025268555, -0.008239746, -0.01537323, -0.011100769, 0.00089263916, -0.020690918, -0.05038452, -0.015960693, 0.013465881, -0.041229248, 0.074523926, -0.02798462, -0.040863037, 0.023925781, 0.022949219, 0.0009326935, -0.008651733, -0.015075684, -0.03253174, 0.044555664, -0.004055023, -0.03149414, -0.029434204, -0.00044178963, 0.01687622, -0.03881836, -0.045013428, 0.017303467, -0.020889282, 0.012687683, -0.022735596, -0.071777344, 0.019088745, 0.01701355, -0.008216858, -0.0095825195, 0.05609131, 0.056152344, -0.010925293, 0.025009155, -0.013923645, -0.07086182, 0.021331787, -0.013473511, -0.061523438, 0.0121154785, 0.0126571655, 0.021438599, 0.039215088, -0.049621582, -0.044433594, -0.0049095154, -0.002626419, -0.04348755, 0.024612427, -0.020095825, -0.019943237, 0.002117157, -0.013961792, -0.02923584, 0.011550903, 0.031829834, -0.015197754, 0.011940002, 0.0029716492, 0.061767578, 0.030380249, -0.017227173, -0.024429321, -0.0003504753, 0.0082092285, 0.0070228577, -0.007183075, -0.04348755, 0.021881104, 0.025939941, -0.015098572, 0.034118652, -0.01586914, 0.0491333, -0.039276123, 0.0030384064, -0.03845215, 0.05621338, -0.023147583, 0.026550293, -0.027160645, 0.036254883, -0.003818512, -0.015991211, 0.021530151, -0.020629883, -0.009094238, 0.023391724, 0.0010185242, -0.0335083, -0.05987549, 0.0107040405], 'embedding_dimensions': 1024, 'embedding_generated_at': '2025-09-23T11:28:49.158Z'}",TRUE
LC-101-b,intellectual_property,information_protection,"Except for references to Influencer's name expressly authorized in the agreement, Dior shall not use the name, image, likeness, voice, biographical data or trademarks of Influencer without Influencer's prior written approval in each instance, provided that this agreement constitutes Influencer's prior written approval for Dior to use the Influencer IP to the extent incorporated into the Social Media Content and used in a manner permitted by the agreement, and Dior acquires no rights in the Influencer IP beyond such permitted use.",Limits Dior's use of Influencer's personal brand and likeness to agreed uses within the Social Media Content and confirms that Influencer retains all rights in Influencer IP.,medium,TRUE,1,"['influencer_ip', 'likeness', 'usage_consent']",{},TRUE
LC-110-a,deliverables,operational,"Influencer shall create and post the Social Media Content consisting of one Instagram story of at least three frames including a link sticker on at least one frame, one Instagram reel with in feed preview, and one TikTok video plus a syndicated TikTok from the Instagram reel, on Influencer's channels, incorporating the specified tagged accounts, hashtags and brand provided links, to promote the campaign and subject to Dior's approval prior to posting.","Defines the specific social media deliverables, platforms, tagging, hashtags, links and approval requirement for the campaign.",medium,TRUE,1,"['deliverables', 'instagram', 'tiktok', 'approval']",{},TRUE
LC-112-a,deliverables,operational,"If Dior provides creative guidelines in advance of a scheduled posting date, Influencer will comply with those guidelines when preparing the Social Media Content, and may be required, at Dior's sole discretion, to reshoot or edit the Social Media Content if Influencer does not comply, and no Social Media Content shall be posted or otherwise shared publicly before Dior's written approval.","Obliges Influencer to follow Dior's creative guidelines, gives Dior the right to demand reshoots or edits for non compliance, and requires Dior's written approval before any content is posted.",medium,TRUE,1,"['guidelines', 'reshoot', 'pre_approval']",{},TRUE
LC-121-a,payment_terms,financial,"Influencer shall be solely responsible for all broker and agent fees or commissions, taxes, withholdings and other amounts due to third parties in connection with the agreement or the services, Dior shall have no liability for such amounts, and expenses incurred by Influencer are not reimbursable unless Dior expressly approves them in writing in advance and Influencer provides reasonably sufficient supporting documentation, in which case Dior will reimburse in accordance with its expense reimbursement policies.","Places responsibility on Influencer for all commissions, taxes and third party amounts, and makes expenses non reimbursable unless Dior pre approves them and they are properly documented.",medium,TRUE,1,"['taxes', 'commissions', 'expenses', 'reimbursement']",{},TRUE
LC-140-a,term_duration,contract_lifecycle,The term of the agreement commences on the effective date and ends on [DATE] unless earlier terminated in accordance with the agreement.,"Sets the start and end dates of the agreement, subject to earlier termination rights.",low,TRUE,1,"['term', 'duration']",{},TRUE
LC-141-a,termination_for_cause,contract_lifecycle,"Either party may terminate the agreement upon prior written notice if the other party breaches the agreement and, if the breach is capable of cure, fails to cure it within fifteen days after receiving written notice of the breach.",Gives each party a right to terminate for uncured material breach after a fifteen day cure period where cure is possible.,medium,TRUE,1,"['termination', 'breach', 'cure_period']",{},TRUE
LC-141-b,termination_for_cause,contract_lifecycle,"Dior may terminate the agreement upon prior written notice if Influencer commits an act or becomes involved in a situation that could result in conviction for a felony or for a misdemeanor involving a controlled substance or substance abuse, dies or suffers a disability preventing performance, becomes involved in a public scandal or makes public statements or engages in conduct shocking or offensive to a substantial community, or breaches the non disparagement obligations.","Gives Dior enhanced termination rights if Influencer is involved in crime, scandal, offensive conduct, inability to perform, or breaches the non disparagement clause.",high,TRUE,1,"['morals_clause', 'termination', 'reputation']",{},TRUE
LC-142-a,other,contract_lifecycle,"Any termination of the agreement under the termination section is without waiver of rights, and all rights and remedies are reserved notwithstanding such termination.",Clarifies that terminating the agreement does not waive any other rights or remedies a party may have.,low,TRUE,1,"['termination', 'rights_reserved', 'no_waiver']",{},TRUE
LC-143-a,survival,contract_lifecycle,Any provisions of the terms and conditions that contemplate performance or observance after termination or expiration of the agreement will survive such termination or expiration and continue in full force and effect.,States that clauses intended to operate after termination continue to bind the parties.,medium,TRUE,1,"['survival', 'post_termination']",{},TRUE
